1	  i repeat  this is an officer from the internal revenue services we have been trying to reach you this call is an official final notice call from internal revenue services the reason for the call is to inform you that we have filed lawsuit against you  for more information call immediately our department  number  i repeat 
1	under custody by the local cops as there are four serious allegations pressed on your name at this moment  we would request you to get back to us so that we can discuss about this case before taking any legal action against you the number to reach us is   i repeat  thank you 
1	you one last courtesy call to let you know that based on our record the factory warranty has expired on  your vehicle is that right fantastic so your vehicle is actually still eligible for vehicle warranty protection let me get a specialist to explain your available options please hold thanks for holding all of oour coverage specialists are presently busy helping other customers please stay on the line to maintin your call priority do you hate suprise expenses especially costly auto repairs will the cost of replacing a pricey electrical part or air conditioner or transmission bust your monthly budget all of our agents are still assisting other clients if you would like to continue holding press  now if you would like a callback as soon as the agents available press  now
1	hey its rachel um i still have the two hundred and fifty thousand dollar business line of credit preapproved for you i really just wanna connect for a few minutes um understand what your growth plans are as we near the end of the third quarter and start gearing up for the fall season um and just understand if theres anything i can do to help your business out uh give me a call i can be reached at  or you can give me a call back on the number that popped up on your phone  um i should be around all day and uh i hope to hear back from you  thanks
1	so your vehicle is actually still eligible for vehicle warranty protection let me get you a specialist to explain your available options please hold thanks for holding all of our coverage specialists are presently busy helping other customers  please stay on the line to maintain your call priority  do you hate suprise expenses especially costly auto repairs will the cost of replacing a pricey electrical part or air conditioner or transmission bust your monthly budget
1	select you to receive one hundred dollars gift card  if you want to receive it please press  or to decline press 
1	feel free to sign up  we have preapprovals ready in your area including signa blue cross aetna united and many more  press  to get a hasslefree assessment or press  to be placed on our do not call list  thanks for your time and be healthy and blessed
1	blue cross aetna united and many more press  now to get a hasslefree assessment or press  to be placed on our do not call list  thank you and as always be happy and blessed
1	plans from every a plus health care provider  press  to speak to a live agent  or press  to be placed on our do not call list
1	notification regarding your tax filings from the headquarters which will get expired in the next  working hours and once it get expired after that you will be taken into custudy by local police as there are four serious allegations pressed on your name at this moment we would request you to get back to us so that we can discuss about this case before taking any legal action against you the number to reach us is  i repeat  thank you
1	hello this is michigan medicine calling to remind cassandra of your appointment on wednesday march th at  pm at univeristy health service floor  parking is available on on the upper levels of the fletcher street parking structure located next to uhs please allow additional time for parking if you need additional information or would like to cancel or reschedule this appointment please call  during regular business hours for maps directions and construction alerts go to our website uofmhealthorg and select maps and directions thank you
1	hey its rachel um i still have the two hundred and fifty thousand dollar business line of credit preapproved for you i really just wanna connect for a few minutes um understand what your growth plans are as we near the end of the third quarter and start gearing up for the fall season um and just understand if theres anything i can do to help your business out uh give me a call i can be reached at  or you can give me a call back on the number that popped up on your phone  um i should be around all day and uh i hope to hear back from you  thanks
1	hey richard this is satam calling from thumbtac sorry im three minutes late if this is still a good time give me a call back  thanks
1	yes this is uh marry ann robinsson and uh this message is concenering your unsecured credit debt uh i need to discuss your consolidation or uh repayment options with the new changes that have taken effect uh please be sure to give me a call back at  uh if you could have your reference number handy thats  and thank you
1	we have been trying to reach you this call is officially a final call notice from irs internal revenue service the reason of this call is to inform you that irs is filing a lawsuit against you to get more information about this case file please call immediately on our department number  i repeat  thank you
1	hey its rachel im actually just following up on that two hundred and fifty thousand dollar business line of credit preapproved for you its the end of second quarter and really im just calling to find out if you have any growth plans for this summer give me a call lets go over the rate and terms um you can call me back at the number that popped up on your caller id or you can reach me directly at  uh really look forward to hearing from you
1	never got response from you so it has been considered as an intentional flaw and lawsuit has been filed under your name by united states government you may call our department number on to  i repeat its  thank you
1	hi  id like to leave a comment for senator toomey  my name is ryan epp and im a voter from lititz  my zip code is   id like to request that senator toomey hold an inperson town hall  i appreciate the teletown halls and the other ways youve made himself available  however i dont believe these are suitable substitutes  i think have a public inperson dialogue would be beneficial for both senator toomey and his constituents  thank you for your time
1	hello this is the poly clinic  this call is being recorded for quality assurance purposes only  thank you  goodbye
1	for lowering your interest rate to as little as six point nine percent your eligibility expires shortly so please consider this your final notice  please press one now on your phone to speak with a live operator and lower your interest rate  or press two to discontinue further notices  thank you had have a great day
1	to refuse this call hang up or press  one  to prevent calls from this facility press    hello this is a call from  benny  an inmate at the berrien county jail  to hear your payment options press  zero  to refuse this call hang up or press  one  to prevent calls from this facility press    your call was not accepted  please try again later
1	hello we have been trying to reach you about your cars limited time waranty if you would like to purchase a waranty for your car at little cost to you please press  to be connected to a specialist
1	hello do not hang up this is not a sales call we are calling to let you know about a limited time offer fo
0	my name is custom ink calling in regards to your order we have a question about your order before we can proceed please give us a call at  and    and also be sending an email if thats more convenient we look forward to hearing from you
0	hello fangbo this is sue from stevensville family dentistry dr kirkdorfers office he received a request from your insurance company regarding your may first appointment with us theyre asking whether youre a fulltime student and if so which college you are attending we will need this information in order to complete the paperwork for your claim so please give us a call back when you get this message were at  thank you bye bye
0	hey its olivia i just wanted to let you know i am heading over to chriss house very shortly im just going to gobble some soup with my mom maybe um i just bought a car with my dad so thats why im running late but i will be there very soon bye bye
0	hi this is bart returning your call from campbell scientific  its ten oclock mountain time here just my day for phone calls apologize for the delay speak to you later thanks bye
0	hello fangbo this is officer minor with you of the mazda security the wallet found within inside of east quad please give me a call back at  emailing you to try to return the wallet to you please give me a call back have a good day bye
0	hey this is jeff whether i am sorry about that but i did have my student employee installing some software today i thought i had told him to not boot anyone off the computer but just install software if no one was locked on not sure how hes changing how that happened so i apologize that was that was our fault hes done for the day and in fact we honestly we probably wont be doing any more software work until we get back from the break so you shouldnt have to worry about that unless theres something else i need to do on the computer so i apologize for that that was us i hope i hope he didnt affect your work if you have any more questions give me a call back i mix two taken off for the day that was dismissed because of the weather so send me an email or leave me a voicemail and i will get back to you tomorrow if you have any questions have a good day maam bye
0	this is amanda im calling from caps to cancel your appointment with aki this afternoon she is out of the office today so we need to cancel you can give us a call back at  and we can get you rescheduled you can speak about rescheduling with whoever answers the phone bye
0	hey fangbo will this is raul from apples and oranges i got that motherboard in ive got it installed test it out if he was working great please come down anytime pick it up will be here tonight until about  and tomorrow  to  if you have any questions give me a call otherwise well hope to see you soon
0	i dont know this is joshua hard time calling from ford motor company just calling to follow up we did send you a form recently and progress your application to so we can make an offer to you for an internship for the summer time just checking in to see if you received that email or if you have some questions about filling it out happy to help any way we can but were not able to make you the offer to youve completed that next part of the application and please give me a call back if you have any questions  i will also be sending a followup email as well thanks bye
0	hey ricky its looks like you called me so i was trying to reach out give me a call
0	hi this message is for richard this is dr sharmas office we have an opening for today give us a call back as soon as possible at  thank you
0	hi this message is for richard this is dr sharmas office returning your call thank you bye
0	hi this message is for ricky my name is van im calling from dobrandt ford here in brentwood just reaching out to see if you have any questions for me regarding the  nissan rogue you inquired about if you have any questions for me or if you want to schedule a good time for a test drive feel free to give me a call back at  thanks i look forward to your call
0	hi lynn hasfrom from dr swimmer and dr lawrences office calling to offer you a few openings to have available for tomorrow wednesday june th so if you happen to be around please give me a call to see whats available at  thank you
0	hi ricky its laura luna from nike giving you a call i just got your email right now we are so excited that you accepted its going to be a fun summer so we definitely look forward to having you for the summer i sent you an email just now with a few quick questions for you to answer also for the the link if you can complete the application and as i had mentioned in the email i just sent you we will get the offer letter to you by middecember they was just a little bit of a delay so we do apologize for that but if you have any questions in the meantime dont hesitate to email me directly again we are happy that you have accepted and that you will be joining us for the summer we look forward to having you here thank you and officially welcome to the brand take care bye
0	oh hey ricky its sarah greathouse at pandora give me a call when you get a chance 
0	hi this is dr superset coming back from dr takows office and im covering for him today hes out of the office please i got a message that you needed some phone advice so please call back when you have a moment thanks i didnt get any dont have any information about what your symptoms are so leave a message about what you could do so if you can call back and if im not immediately available let us know whats going on thank you
0	hey rick if you have an extra  in something that is your tax refund and shocked that its already there but thats awesome so that can go in your savings or whatever and i do owe you rent i wasnt really actually computing that this weekend you would have to pay so i will transfer your money today what i need to know is if theres anything extra that you need above what i normally give you so that should be ill let you know the exact amount when i get home and it was  something all right im now available for the rest of the day so you can call me back or text me anytime all right bye
0	hi richard my name is chris im calling from oxford property management i got your message yesterday and i was calling to try to help determine whats going on with your rentcafe account bill payment that you wanted to make if you could give me a call back the phone number is  id be more than happy to try and look at this with you
0	hey ricky its dad i just sent you an email theres a couple of courses that google just offered up for free that usually cost like thousands of dollars if you could get on the bus at some point during your tour and fire up your computer and fire up your phone as a wifi hotspot and take these courses you would really benefit if you need me to cover the cost of the wifi hotspot or something then i will do that check it out let me know whether you got the email and what do you can do it thanks love you bye
0	hey um its fangbo i was wondering what exactly you said that you did on your phone like did you delete the score um for pavilion altogether or did you just like what i dont understand cause if its if its gone i dont know if im gonna be able to get it back but ill definitely try to get it back i i guess  all right  see ya
0	oh oh yes daddy  are you fighting
0	hey lexi its fangbo  i really appreciate that again  uh hope to talk to you soon  bye
0	oh nothing  i just wanted to if you had the stats question i was gonna explain it  looks ok now
0	well hi honey its me  now give me a call back when you get a chance ok  love you buh bye
0	oh hi honey its mina  um hup and i are on the road and well probably be your seventh stop tonight in about maybe two two and a half hours so um we just drove through nashville um i was hoping we coulda seen some sights but hes being a big good hes being a good passenger so its good and just wanted to hear about your thanksgiving we were thinking about you  we got your texts um im assuming youll probably be um will probably be home for the weekend maybe not but anyways when you get a chance give us a call  love you honey  buh bye
0	hey fangbo this is sharanya  um are you near uh are you gonna pick me up this morning  yeah or at what time  just uh lemme know  thanks  bye
0	hey fangbo its brian  um im just calling to um remind you about community group tonight  encourage you to be there and yeah its gonna be a lot of fun  its the last one of the year and yeah well be meeting at victors at  oclock so hope to see you there  all right bye
0	hi just checking in hope everything is going well at school let me know when you can check your email i sent along an article i think you could really benefit from talk to you soon
0	hey can you buy yourself a pizza or something tonight your father and i are in traffic on the way back from the city and are most likely not gonna make it back in time for dinner love you see you soon
0	hi rick can you check on your account balance i transfered some money for groceries this month make sure you got it please thanks
0	hey ricky calling to ask for the tickets can we meet at north quad tomorrow to exchange call me back and let me know
0	hey man could you give me a call back when you have a chance need to talk to you about our discussion yesterday
0	hey bud uh we need to talk about the reunion we are planning please call me back tomorrow at  
0	hi this is mike from oxford housing calling i got your message about the leaky sink we will be sending over a tech tomorrow to handle it you do not need to be home as they can get in and lock up without your help call back at  if you need help with anything else
0	hey just checking in on how your life is going its been a long time i really hope that everything is well give me a call back tomorrow we really need to chat 
0	hey are we still on for tomorrow night you didnt confirm so im checking in call me back so i know thanks
0	hi this is tracy from ford when you get a chance please email me back with your updated resume and cover letter well then reach out with an interview time good luck
0	hi fangbo uh im kathys daddy  i bought some food for you  i could be in your place in ten minutes but if you do not call me i may do something first  when youre here you call me ok  thank you
0	hello this message is for fangbo  this is me calling from the quicken loans talent acquisition team  i was able to get some feedback from me uh from my recruiting team so i wanted to give you that call  we had a chance to review your information  at this time we have decided to move forward with some other candidates currently in the process  there was just not a match within the positions that we do have available at this time  i did enjoy our conversation so if anything would be available that i feel like would be that right match for you i will definitely reach back out  i wanted to thank you so much for taking time out of your day to speak with me  i do wish you the best of luck in your career search ok  take care  bye
0	hey fare im tryna decide if i should book this ticket for  or  pm next week hit me up before tonigh
